MMSI,VESSEL TYPE,DRAUGHT,SPEED (KNOTSx10),LAT,LON,TIMESTAMP UTC
987654321,Fishing,0,12,7.693758,-85.90926,10/1/14 2:25
987654321,Fishing,0,12,7.693758,-85.90926,10/1/14 2:25
987654321,Fishing,0,12,7.693758,-85.90926,10/1/14 2:25
987654321,Fishing,0,12,7.693758,-85.90926,10/1/14 2:25
987654321,Fishing,0,12,7.693758,-85.90926,10/1/14 2:25
987654321,Fishing,0,12,7.693758,-85.90926,10/1/14 2:25
987654321,Fishing,0,12,7.693758,-85.90926,10/1/14 2:25
987654321,Fishing,0,12,7.693758,-85.90926,10/1/14 2:25
987654321,Fishing,0,12,7.693758,-85.90926,10/1/14 2:25
987654321,Fishing,0,12,7.693758,-85.90926,10/1/14 2:25
987654321,Fishing,0,12,7.693758,-85.90926,10/1/14 2:25
987654321,Fishing,0,12,7.693758,-85.90926,10/1/14 2:25
987654321,Fishing,0,12,7.693758,-85.90926,10/1/14 2:25
987654321,Fishing,0,12,7.693758,-85.90926,10/1/14 2:25
987654321,Fishing,0,12,7.693758,-85.90926,10/1/14 2:25
371789000,Fishing,71,41,6.742055,-94.79641,10/1/14 2:27
775610060,Fishing,60,6,-4.22554,-84.88354,10/1/14 4:10
775610060,Fishing,60,6,-4.22554,-84.88354,10/1/14 4:10
730048000,Fishing,60,134,2.972253,-82.41333,10/1/14 4:11
730048000,Fishing,60,134,2.972253,-82.41333,10/1/14 4:11
735058912,Fishing,0,101,-2.58043,-83.13843,10/1/14 4:11
735058912,Fishing,0,101,-2.58043,-83.13843,10/1/14 4:11
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
987654321,Fishing,0,9,7.68994,-85.905,10/1/14 4:12
